"site","plotID","subplotID","eventID","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_exotic","rel_cover_native","rel_cover_unknown","cover_exotic","cover_native","cover_unknown","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded"
"MLBS","MLBS_013","plot","2023",0,0,0,3.07328872595438,0.0653891218288166,47,3.06219039754385,0.0665693564683446,46,0,0,1,0,0.997050147492625,0.00294985250737463,0,28.1666666666667,0.0833333333333333,1,28.25,3.07328872595438,0.0653891218288166,47,1.89582885786455,0.0824273416462846,23,"plot","not_invaded"
"MLBS","MLBS_014","plot","2023",0,0,1,3.05349400881802,0.0424096390113613,72,2.969647948454,0.0443231037082687,67,1.48975031885059,0.297950063770118,5,0.00178571428571429,0.971428571428571,0.0267857142857143,0.0833333333333333,45.3333333333333,1.25,0.998214285714286,46.5833333333333,3.061125347007,0.0419332239316028,73,2.5499226483048,0.0772703832819638,33,"plot","invaded"
"MLBS","MLBS_015","plot","2023",0,0,0,3.49292945550747,0.0498989922215353,70,3.43561571852558,0.0512778465451579,67,1.02965301406457,0.343217671354858,3,0,0.974554707379135,0.0254452926208652,0,31.9166666666666,0.833333333333333,1,32.75,3.49292945550747,0.0498989922215353,70,2.81113368340901,0.0851858691942125,33,"plot","not_invaded"
"MLBS","MLBS_016","plot","2023",0,0,0,3.36235438746603,0.0622658219901116,54,3.26720930637803,0.0653441861275607,50,1.3421131789144,0.3355282947286,4,0,0.956521739130435,0.0434782608695652,0,20.1666666666667,0.916666666666667,1,21.0833333333333,3.36235438746603,0.0622658219901116,54,2.83971934951651,0.0916038499844035,31,"plot","not_invaded"
"MLBS","MLBS_017","plot","2023",0,0,0,2.84845264485534,0.0499728534185148,57,2.80338653441763,0.0509706642621387,55,0.562335144618808,0.281167572309404,2,0,0.984585741811175,0.0154142581888247,0,42.5833333333333,0.666666666666667,1,43.25,2.84845264485534,0.0499728534185148,57,2.34980841339574,0.0870299412368792,27,"plot","not_invaded"
"MLBS","MLBS_018","plot","2023",0,0,0,2.32195281966631,0.0627554816126029,37,2.29090155245266,0.0654543300700761,35,0.636514168294813,0.318257084147406,2,0,0.992718446601942,0.00728155339805825,0,34.0833333333333,0.25,1,34.3333333333333,2.32195281966631,0.0627554816126029,37,1.55560292746387,0.0676349098897335,23,"plot","not_invaded"
"MLBS","MLBS_019","plot","2023",0.500402423538188,0.250201211769094,2,3.82295844250985,0.0471970178087636,81,3.75086609747516,0.0493535012825678,76,1.23759716823256,0.247519433646511,5,0.0119331742243437,0.940334128878282,0.0477326968973747,0.416666666666667,32.8333333333333,1.66666666666667,0.988066825775656,34.5,3.848016754268,0.0463616476417832,83,2.96309216363382,0.082308115656495,36,"plot","invaded"
"MLBS","MLBS_020","plot","2023",0,0,0,2.69533465538569,0.043473139602995,62,2.67740460307238,0.0453797390351251,59,1.03972077083992,0.346573590279973,3,0,0.996406109613657,0.00359389038634322,0,92.4166666666667,0.333333333333333,1,92.75,2.69533465538569,0.043473139602995,62,1.94118336042593,0.0718956800157752,27,"plot","not_invaded"
"MLBS","MLBS_021","plot","2023",0.693147180559945,0.346573590279973,2,3.02618095014983,0.0465566300023051,65,2.88253801535057,0.0488565765313656,59,1.13085913607281,0.188476522678802,6,0.00448430493273543,0.908071748878924,0.0874439461883408,0.166666666666667,33.75,3.25,0.995515695067265,37,3.04444055772997,0.0454394113094025,67,2.66796764179287,0.0702096747840229,38,"plot","invaded"
"MLBS","MLBS_061","plot","2023",0,0,1,2.55793655844294,0.0639484139610736,40,2.50976623596982,0.0678315198910763,37,1.01140426470735,0.337134754902451,3,0.00206185567010309,0.985567010309278,0.0123711340206186,0.0833333333333333,39.8333333333333,0.5,0.997938144329897,40.3333333333333,2.56747301348498,0.0626212930118288,41,1.91161885046363,0.0910294690696966,21,"plot","invaded"
"MLBS","MLBS_063","plot","2023",0,0,0,2.59237322808444,0.0498533313093162,52,2.51286078820367,0.0512828732286464,49,1.03972077083992,0.346573590279973,3,0,0.975257731958763,0.0247422680412371,0,39.4166666666667,1,1,40.4166666666667,2.59237322808444,0.0498533313093162,52,2.24557402792877,0.0801990724260274,28,"plot","not_invaded"
"MLBS","MLBS_064","plot","2023",0,0,0,2.23302754951804,0.0455719908064906,49,2.18727865219788,0.0465378436637847,47,0.682908104700472,0.341454052350236,2,0,0.98841059602649,0.0115894039735099,0,49.75,0.583333333333333,1,50.3333333333333,2.23302754951804,0.0455719908064906,49,1.87857486536202,0.0670919594772149,28,"plot","not_invaded"
